AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Sex,Intact,hasName,Mix,isOneColored
A676430,Tabitha,2014-11-23 12:43:00,Adoption,,Cat,Spayed Female,240,Domestic Shorthair Mix,Torbie,Female,0,1,1,1
A677577,Roxie,2014-05-01 16:12:00,Adoption,,Dog,Spayed Female,300,Queensland Heeler/Shetland Sheepdog,Red Tick/Black,Female,0,1,0,0
A683666,,2015-09-01 00:00:00,Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair Mix,White/Cream Tabby,Male,0,0,1,0
A713754,Harper,2015-10-27 16:44:00,Adoption,,Dog,Neutered Male,365,Catahoula Mix,Blue Merle,Male,0,1,1,1
A703631,Hanley,2015-07-03 18:50:00,Adoption,,Dog,Neutered Male,365,Labrador Retriever Mix,Black/White,Male,0,1,1,0
A676209,Boomer,2014-07-24 15:02:00,Adoption,Foster,Dog,Neutered Male,90,Labrador Retriever Mix,Yellow,Male,0,1,1,1
A667508,Brownie,2013-11-19 18:30:00,Return_to_owner,,Dog,Intact Male,2190,Chihuahua Shorthair Mix,Chocolate/Tan,Male,1,1,1,0
A671105,,2014-01-21 15:20:00,Transfer,SCRP,Cat,Unknown,365,Domestic Longhair Mix,Black,NaN,NaN,0,1,1
A676056,Swisha,2014-04-10 10:13:00,Return_to_owner,,Dog,Neutered Male,730,American Pit Bull Terrier Mix,Tan/White,Male,0,1,1,0
A667963,,2013-11-30 18:48:00,Adoption,,Dog,Spayed Female,1825,Dachshund Longhair Mix,Tan/White,Female,0,0,1,0
A702207,,2015-05-10 17:16:00,Euthanasia,Suffering,Cat,Neutered Male,4380,Domestic Longhair Mix,Orange Tabby/White,Male,0,0,1,0
A672065,Dutchess,2014-04-08 12:50:00,Adoption,,Dog,Spayed Female,730,German Shepherd Mix,Sable,Female,0,1,1,1
A688852,Buddy,2014-10-18 18:48:00,Adoption,,Dog,Neutered Male,2190,Labrador Retriever Mix,Black/White,Male,0,1,1,0
A705885,Meowser,2015-06-27 18:24:00,Adoption,,Cat,Neutered Male,90,Domestic Shorthair Mix,Black,Male,0,1,1,1
A670949,Cassie,2014-02-01 11:13:00,Return_to_owner,,Dog,Spayed Female,240,Doberman Pinsch Mix,Tricolor,Female,0,1,1,1
A665666,Teddy,2013-12-27 15:49:00,Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair Mix,Black,Male,0,1,1,1
A714575,Isis,2015-10-31 15:18:00,Transfer,Partner,Cat,Intact Female,5475,Domestic Shorthair Mix,Black,Female,1,1,1,1
A690480,,2014-10-22 17:46:00,Transfer,Partner,Dog,Intact Female,21,Pointer Mix,Chocolate/White,Female,1,0,1,0
A691636,Dali,2014-11-13 16:07:00,Adoption,,Dog,Neutered Male,150,Dachshund/Jack Russell Terrier,White/Brown,Male,0,1,0,0
A678482,,2014-05-14 19:15:00,Adoption,,Dog,Neutered Male,730,Miniature Poodle/Miniature Schnauzer,Black/White,Male,0,0,0,0
A687785,Bella,2014-12-30 09:38:00,Adoption,Foster,Dog,Spayed Female,730,Whippet Mix,Brown Brindle/White,Female,0,1,1,0
A716839,Dino,2015-11-27 14:06:00,Return_to_owner,,Dog,Intact Male,730,Australian Shepherd Mix,Brown Merle/White,Male,1,1,1,0
A718547,,2016-01-11 14:23:00,Adoption,,Dog,Spayed Female,730,Labrador Retriever Mix,Tan/White,Female,0,0,1,0
A687989,,2014-09-12 18:38:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Calico,Female,1,0,1,1
A694408,Emma,2015-05-28 13:14:00,Transfer,Partner,Dog,Spayed Female,365,Pit Bull Mix,Brown Tiger/White,Female,0,1,1,0
A698940,,2015-03-21 09:00:00,Transfer,SCRP,Cat,Intact Male,730,Domestic Shorthair Mix,Brown Tabby/White,Male,1,0,1,0
A666074,Jackson,2013-10-30 15:14:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair Mix,Brown Tabby,Male,1,1,1,1
A675549,Marco,2014-04-08 15:29:00,Transfer,Partner,Dog,Neutered Male,1460,Chihuahua Shorthair Mix,White/Brown,Male,0,1,1,0
A682131,,2014-06-24 19:15:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Brown Tabby,Male,1,0,1,1
A674737,Byron,2014-05-27 08:21:00,Adoption,Foster,Cat,Intact Male,60,Domestic Shorthair Mix,Black,Male,1,1,1,1
A719876,Oreo,2016-02-02 15:58:00,Transfer,Partner,Dog,Spayed Female,365,Rat Terrier Mix,White/Black,Female,0,1,1,0
A676626,Pia,2014-05-30 16:54:00,Adoption,Foster,Dog,Spayed Female,60,English Pointer Mix,Brown/White,Female,0,1,1,0
A666478,Bleu,2013-11-04 17:51:00,Adoption,,Dog,Spayed Female,365,Miniature Schnauzer/Yorkshire Terrier,Black/White,Female,0,1,0,0
A683507,,2014-07-15 17:26:00,Adoption,,Dog,Spayed Female,1095,Cairn Terrier Mix,Buff,Female,0,0,1,1
A487470,Midnight,2014-01-20 18:40:00,Euthanasia,Aggressive,Dog,Neutered Male,3285,Labrador Retriever/Pit Bull,Black,Male,0,1,0,1
A665661,Julia,2015-09-07 15:05:00,Return_to_owner,,Cat,Spayed Female,730,Domestic Shorthair Mix,White/Black,Female,0,1,1,0
A668260,,2013-12-02 14:10:00,Transfer,Partner,Dog,Spayed Female,1825,Great Dane,Black/White,Female,0,0,1,0
A716964,Rello,2015-11-29 18:11:00,Return_to_owner,,Dog,Intact Male,730,Chihuahua Shorthair Mix,Black/White,Male,1,1,1,0
A701029,Bode,2015-05-01 11:04:00,Return_to_owner,,Dog,Neutered Male,730,Chesa Bay Retr,Brown,Male,0,1,1,1
A668506,Jake,2015-11-03 16:40:00,Return_to_owner,,Dog,Neutered Male,2555,German Shepherd,Brown/Black,Male,0,1,1,0
A684709,,2014-07-28 09:00:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,Brown Tabby/White,Female,1,0,1,0
A616229,Rebecca,2015-11-21 15:21:00,Adoption,,Cat,Spayed Female,2190,Domestic Shorthair Mix,Black/White,Female,0,1,1,0
A680336,Buddy,2014-07-12 20:04:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Orange Tabby/White,Male,0,1,1,0
A701898,Anita,2015-05-10 18:38:00,Return_to_owner,,Dog,Spayed Female,365,Chihuahua Shorthair Mix,Tan/Black,Female,0,1,1,0
A666971,,2013-11-14 17:14:00,Adoption,,Cat,Neutered Male,60,Domestic Shorthair Mix,Orange Tabby/White,Male,0,0,1,0
A691605,Daisy,2014-11-08 14:41:00,Return_to_owner,,Dog,Spayed Female,2190,Plott Hound Mix,Brown Brindle,Female,0,1,1,1
A703244,,2015-05-26 16:02:00,Transfer,Partner,Cat,Intact Male,60,Domestic Shorthair Mix,Brown Tabby/White,Male,1,0,1,0
A705111,Kiki,2015-06-24 15:25:00,Adoption,,Dog,Spayed Female,730,Chihuahua Shorthair Mix,Brown/Black,Female,0,1,1,0
A685460,Jerrid,2014-08-19 18:25:00,Adoption,,Cat,Neutered Male,2555,Siamese Mix,Flame Point,Male,0,1,1,1
A716890,Vidalia,2015-12-06 12:41:00,Adoption,,Cat,Spayed Female,90,Domestic Shorthair Mix,Brown Tabby/White,Female,0,1,1,0
A715741,Simba,2015-11-19 18:45:00,Adoption,,Dog,Neutered Male,1095,Chow Chow Mix,Red,Male,0,1,1,1
A676334,,2014-04-22 15:35:00,Transfer,SCRP,Cat,Intact Female,730,Domestic Shorthair Mix,Black,Female,1,0,1,1
A668122,,2013-12-01 17:58:00,Adoption,,Dog,Spayed Female,2555,English Pointer,Liver/White,Female,0,0,1,0
A702356,,2015-05-24 17:25:00,Euthanasia,Suffering,Cat,Intact Male,30,Domestic Shorthair Mix,White/Blue Tabby,Male,1,0,1,0
A664842,June,2013-11-09 19:21:00,Return_to_owner,,Dog,Spayed Female,730,Pit Bull Mix,Brown/White,Female,0,1,1,0
A709067,Earlene,2015-08-05 00:00:00,Return_to_owner,,Dog,Intact Female,150,Boxer Mix,Black/White,Female,1,1,1,0
A608918,Vader,2015-06-02 11:56:00,Transfer,Partner,Dog,Neutered Male,1460,Basset Hound/Labrador Retriever,Black/White,Male,0,1,0,0
A651596,Brownie,2014-03-06 17:13:00,Return_to_owner,,Dog,Neutered Male,730,Labrador Retriever Mix,Buff,Male,0,1,1,1
A720190,Little Missy,2016-02-07 00:00:00,Transfer,Partner,Dog,Spayed Female,2555,Airedale Terrier Mix,Tricolor,Female,0,1,1,1
A676609,Buddy,2014-07-06 12:46:00,Adoption,,Dog,Neutered Male,365,Labrador Retriever/Chow Chow,Brown,Male,0,1,0,1
A666504,,2013-12-11 12:49:00,Transfer,Partner,Cat,Neutered Male,30,Domestic Shorthair Mix,Orange Tabby/White,Male,0,0,1,0
A693272,Kodiak,2015-01-31 13:33:00,Adoption,,Dog,Neutered Male,30,Beagle/German Shepherd,Black/Brown,Male,0,1,0,0
A711607,Bosco,2015-09-20 14:50:00,Adoption,,Cat,Neutered Male,60,Manx Mix,White/Black,Male,0,1,1,0
A713337,,2015-10-06 09:00:00,Transfer,SCRP,Cat,Intact Female,1095,Domestic Shorthair Mix,Blue,Female,1,0,1,1
A672758,Daisy,2014-07-16 13:48:00,Transfer,Partner,Dog,Spayed Female,1460,Chihuahua Shorthair/Rat Terrier,Tan/White,Female,0,1,0,0
A658690,Priscilla,2013-10-19 12:58:00,Adoption,,Dog,Spayed Female,365,Pit Bull Mix,Black/White,Female,0,1,1,0
A708390,Stella,2015-08-02 18:49:00,Adoption,,Dog,Spayed Female,730,Flat Coat Retriever Mix,Black/White,Female,0,1,1,0
A703383,Dharma,2015-05-28 15:25:00,Transfer,Partner,Dog,Spayed Female,3650,Cocker Spaniel,Buff,Female,0,1,1,1
A689749,Taco,2014-10-18 16:55:00,Adoption,,Cat,Neutered Male,60,Domestic Shorthair Mix,Brown Tabby,Male,0,1,1,1
A699816,Pebbles,2015-04-11 18:01:00,Adoption,,Dog,Spayed Female,3650,Chihuahua Shorthair Mix,Tan,Female,0,1,1,1
A701791,Arwen,2015-07-19 14:37:00,Adoption,Foster,Cat,Spayed Female,730,Domestic Longhair Mix,Brown Tabby/White,Female,0,1,1,0
A625690,Rainey,2014-07-21 11:09:00,Return_to_owner,,Dog,Spayed Female,2555,Rat Terrier Mix,White/Black,Female,0,1,1,0
A686406,,2014-08-25 17:12:00,Adoption,,Dog,Neutered Male,365,Border Terrier/Chihuahua Shorthair,Tan/Black,Male,0,0,0,0
A710318,Tank,2015-09-17 13:48:00,Transfer,Partner,Dog,Neutered Male,1825,Pit Bull Mix,Brown Brindle/White,Male,0,1,1,0
A698972,Kiki,2015-03-23 17:50:00,Return_to_owner,,Dog,Spayed Female,2190,Chihuahua Shorthair Mix,Black/Gray,Female,0,1,1,0
A710380,,2015-08-22 15:44:00,Transfer,Partner,Cat,Unknown,7,Domestic Shorthair Mix,Brown Tabby,NaN,NaN,0,1,1
A683309,,2014-07-17 18:06:00,Euthanasia,Behavior,Dog,Spayed Female,2555,Pit Bull Mix,Tan/White,Female,0,0,1,0
A640316,Kato,2013-10-02 17:43:00,Adoption,,Dog,Neutered Male,365,Chihuahua Longhair Mix,Black,Male,0,1,1,1
A682760,Jasper,2014-07-10 12:48:00,Adoption,,Dog,Neutered Male,365,Jack Russell Terrier/Dachshund,White/Brown,Male,0,1,0,0
A701707,,2015-05-03 17:24:00,Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair Mix,Orange Tabby,Female,1,0,1,1
A669534,,2013-12-24 15:03:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,Orange Tabby,Female,1,0,1,1
A588218,Roger,2014-12-03 14:24:00,Return_to_owner,,Dog,Neutered Male,1825,German Shepherd,Black/Brown,Male,0,1,1,0
A669795,Roxi,2014-08-11 11:12:00,Return_to_owner,,Dog,Spayed Female,730,Rottweiler Mix,Black/Tan,Female,0,1,1,0
A674448,Hedwig,2014-03-18 17:04:00,Adoption,,Dog,Neutered Male,300,Siberian Husky Mix,White/Cream,Male,0,1,1,0
A701647,,2015-05-25 14:15:00,Transfer,Partner,Cat,Intact Female,90,Domestic Shorthair Mix,Black,Female,1,0,1,1
A672467,Apollo,2014-02-14 18:59:00,Adoption,,Dog,Neutered Male,270,Cardigan Welsh Corgi/Cardigan Welsh Corgi,Fawn/White,Male,0,1,0,0
A712244,,2015-09-21 15:57:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Black/White,Female,1,0,1,0
A677462,,2014-04-25 15:17:00,Transfer,Partner,Cat,Unknown,0,Domestic Shorthair Mix,Blue,NaN,NaN,0,1,1
A715761,,2015-11-10 09:00:00,Transfer,SCRP,Cat,Spayed Female,1825,Domestic Shorthair Mix,Calico,Female,0,0,1,1
A720860,,2016-02-20 21:16:00,Adoption,,Dog,Spayed Female,240,Chihuahua Shorthair Mix,Chocolate/White,Female,0,0,1,0
A701337,,2015-04-30 14:43:00,Transfer,Partner,Dog,Intact Male,365,Cairn Terrier Mix,Cream,Male,1,0,1,1
A710881,Ruth,2015-10-14 10:12:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair Mix,Orange Tabby,Female,0,1,1,1
A663948,Pumpkin,2013-10-08 17:23:00,Return_to_owner,,Cat,Neutered Male,90,Domestic Shorthair,Black/White,Male,0,1,1,0
A699819,Coco,2015-04-06 15:37:00,Return_to_owner,,Dog,Intact Male,5110,Chihuahua Shorthair Mix,Chocolate/White,Male,1,1,1,0
A674638,Sam,2014-03-16 10:48:00,Return_to_owner,,Dog,Neutered Male,2555,Labrador Retriever Mix,Chocolate,Male,0,1,1,1
A718743,Newton,2016-01-10 11:36:00,Adoption,,Dog,Neutered Male,730,Shih Tzu,Gray/White,Male,0,1,1,0
A714820,Lizzie,2015-11-05 00:00:00,Transfer,Partner,Dog,Spayed Female,180,Plott Hound Mix,Brown Brindle,Female,0,1,1,1
A667613,Orion,2014-01-13 15:18:00,Adoption,,Dog,Neutered Male,330,Australian Shepherd Mix,Tan/White,Male,0,1,1,0
A696059,Chewy,2015-02-05 14:28:00,Adoption,,Dog,Neutered Male,1095,Chihuahua Shorthair Mix,Tan/White,Male,0,1,1,0
A690806,Hailey,2014-11-07 13:36:00,Transfer,Partner,Cat,Intact Female,60,Domestic Longhair Mix,Black/White,Female,1,1,1,0
A676494,Jimmy,2014-04-27 15:11:00,Adoption,,Dog,Neutered Male,365,Labrador Retriever/Border Collie,Black/White,Male,0,1,0,0
A689138,,2014-09-29 18:28:00,Euthanasia,Suffering,Cat,Intact Female,28,Siamese Mix,Blue Point,Female,1,0,1,1
A599155,Machete,2015-03-28 19:25:00,Euthanasia,Suffering,Dog,Neutered Male,1460,Chihuahua Shorthair Mix,White/Brown,Male,0,1,1,0
A665587,Cheddar,2013-11-27 14:36:00,Adoption,,Cat,Neutered Male,2920,Domestic Medium Hair Mix,Orange Tabby,Male,0,1,1,1
A663555,Amelia,2013-10-16 17:01:00,Adoption,,Cat,Spayed Female,90,Domestic Shorthair Mix,Calico,Female,0,1,1,1
A691345,Jelly Bean,2014-11-09 14:47:00,Adoption,,Dog,Spayed Female,60,Australian Cattle Dog Mix,Brown/White,Female,0,1,1,0
A685242,,2014-08-15 12:54:00,Adoption,,Cat,Spayed Female,120,Domestic Shorthair Mix,Tortie,Female,0,0,1,1
A674659,,2014-03-21 17:10:00,Euthanasia,Aggressive,Dog,Intact Male,730,Labrador Retriever/Great Dane,Tan/Black,Male,1,0,0,0
A683609,Rascal,2014-07-17 17:50:00,Return_to_owner,,Dog,Neutered Male,2190,Dachshund Mix,Brown,Male,0,1,1,1
A695710,Layla,2015-08-02 13:17:00,Transfer,Partner,Dog,Spayed Female,330,Boxer Mix,Brown Brindle/White,Female,0,1,1,0
A713063,,2015-10-08 16:26:00,Transfer,Partner,Dog,Spayed Female,365,Labrador Retriever Mix,Tan/White,Female,0,0,1,0
A667520,,2013-11-23 16:00:00,Transfer,Partner,Dog,Neutered Male,1460,Shih Tzu/Miniature Poodle,Apricot/White,Male,0,0,0,0
A685145,Mundy,2014-09-13 14:10:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Medium Hair Mix,Blue/White,Male,0,1,1,0
A716488,,2015-11-23 00:00:00,Transfer,Partner,Dog,Neutered Male,730,Pit Bull Mix,Red,Male,0,0,1,1
A667537,,2013-11-25 17:07:00,Adoption,,Dog,Spayed Female,60,Australian Cattle Dog Mix,Red Merle/Black,Female,0,0,1,0
A694601,Barnaby,2015-01-06 18:37:00,Adoption,,Cat,Neutered Male,180,Domestic Shorthair Mix,Black,Male,0,1,1,1
A638060,Noah,2015-08-16 17:38:00,Adoption,,Cat,Neutered Male,2920,Domestic Shorthair Mix,Black/White,Male,0,1,1,0
A672067,Jesse,2014-02-13 17:36:00,Return_to_owner,,Cat,Neutered Male,1095,Domestic Shorthair Mix,Brown Tabby,Male,0,1,1,1
A684664,Leo,2014-08-10 17:25:00,Adoption,,Dog,Neutered Male,730,Chihuahua Shorthair Mix,Brown/White,Male,0,1,1,0
A691531,,2014-11-07 17:15:00,Transfer,Partner,Dog,Intact Male,60,Australian Cattle Dog Mix,White/Brown,Male,1,0,1,0
A688600,,2014-09-21 13:21:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Tortie,Female,1,0,1,1
A704032,Madison,2015-06-05 14:31:00,Adoption,,Cat,Spayed Female,60,Domestic Shorthair Mix,Brown Tabby,Female,0,1,1,1
A703630,Sheldon,2015-06-30 07:01:00,Adoption,Foster,Dog,Neutered Male,1460,German Shepherd Mix,Brown,Male,0,1,1,1
A668671,Chris,2013-12-16 14:57:00,Transfer,Partner,Cat,Neutered Male,1825,Domestic Shorthair Mix,Brown Tabby/White,Male,0,1,1,0
A696247,Jillian,2015-11-22 13:47:00,Adoption,,Dog,Spayed Female,730,Pointer Mix,Chocolate/White,Female,0,1,1,0
A664380,,2013-10-03 15:33:00,Transfer,SCRP,Cat,Intact Female,180,Domestic Medium Hair Mix,Calico,Female,1,0,1,1
A678185,,2014-05-09 19:30:00,Transfer,Partner,Dog,Spayed Female,730,Miniature Poodle Mix,Black/Gray,Female,0,0,1,0
A687055,Lizzie,2014-09-01 10:39:00,Return_to_owner,,Dog,Spayed Female,3650,Collie Smooth/Chow Chow,Sable,Female,0,1,0,1
A693594,,2014-12-12 09:00:00,Transfer,SCRP,Cat,Intact Male,180,Domestic Shorthair Mix,Black/White,Male,1,0,1,0
A675563,Socks,2014-04-01 12:19:00,Transfer,Partner,Cat,Intact Female,60,Domestic Shorthair Mix,Calico,Female,1,1,1,1
A696819,Captain,2015-02-21 17:30:00,Adoption,,Dog,Neutered Male,180,Cocker Spaniel Mix,Sable,Male,0,1,1,1
A671201,Pablito,2014-01-25 18:34:00,Return_to_owner,,Dog,Neutered Male,2920,Chihuahua Shorthair Mix,Tricolor,Male,0,1,1,1
A715573,,2015-11-12 12:36:00,Adoption,,Dog,Neutered Male,180,Labrador Retriever Mix,Buff,Male,0,0,1,1
A685899,,2014-08-14 17:23:00,Transfer,Partner,Cat,Intact Male,90,Siamese Mix,Seal Point,Male,1,0,1,1
A669510,Kimchi,2014-01-01 18:45:00,Adoption,,Dog,Spayed Female,365,Rottweiler/Labrador Retriever,Black/Tan,Female,0,1,0,0
A697892,Bella,2015-03-16 17:38:00,Adoption,Foster,Dog,Spayed Female,365,Chihuahua Shorthair Mix,Brown/Black,Female,0,1,1,0
A678958,Ares,2014-05-19 18:05:00,Adoption,,Dog,Neutered Male,60,Boxer Mix,Tricolor,Male,0,1,1,1
A679113,,2014-05-16 18:37:00,Transfer,Partner,Cat,Unknown,14,Domestic Shorthair Mix,Blue Tabby,NaN,NaN,0,1,1
A671079,,2014-01-25 18:09:00,Adoption,,Dog,Spayed Female,730,Chihuahua Shorthair Mix,Tan,Female,0,0,1,1
A687180,,2014-09-08 11:53:00,Adoption,,Cat,Spayed Female,60,Domestic Shorthair Mix,Orange Tabby/White,Female,0,0,1,0
A686632,Sammy,2014-09-02 11:23:00,Return_to_owner,,Cat,Neutered Male,270,Domestic Shorthair Mix,White/Brown Tabby,Male,0,1,1,0
A693999,,2014-12-23 14:58:00,Transfer,Partner,Dog,Spayed Female,1460,Rat Terrier Mix,Black/White,Female,0,0,1,0
A691614,Challino,2014-11-12 18:27:00,Adoption,,Dog,Neutered Male,120,German Shepherd/Siberian Husky,Red/White,Male,0,1,0,0
A683070,,2014-07-06 18:33:00,Transfer,Partner,Cat,Intact Male,3,Domestic Shorthair Mix,White,Male,1,0,1,1
A703781,Romeo,2015-05-30 15:30:00,Transfer,Partner,Dog,Intact Male,2190,Dachshund,Blue Merle/White,Male,1,1,1,0
A668803,Dumpling,2014-01-11 17:42:00,Adoption,Foster,Dog,Spayed Female,60,Border Collie/Labrador Retriever,Black/White,Female,0,1,0,0
A675983,,2014-04-03 15:19:00,Transfer,SCRP,Cat,Intact Female,240,Domestic Shorthair Mix,Blue Tabby,Female,1,0,1,1
A684825,Carl,2014-08-06 14:23:00,Transfer,Partner,Cat,Intact Male,30,Domestic Shorthair Mix,Black/White,Male,1,1,1,0
A667828,,2013-11-26 14:55:00,Transfer,SCRP,Cat,Intact Female,120,Domestic Shorthair Mix,Black,Female,1,0,1,1
A707611,Belle,2015-07-31 12:56:00,Adoption,,Cat,Intact Female,60,Domestic Shorthair Mix,Torbie,Female,1,1,1,1
A677885,Lil' Mama,2014-05-12 14:05:00,Return_to_owner,,Dog,Intact Female,730,Pit Bull Mix,Fawn,Female,1,1,1,1
A675622,,2014-04-04 15:30:00,Adoption,,Dog,Neutered Male,120,Collie Smooth/Labrador Retriever,Tricolor,Male,0,0,0,1
A720143,,2016-02-08 19:23:00,Transfer,SCRP,Cat,Intact Male,365,Domestic Shorthair Mix,Brown Tabby,Male,1,0,1,1
A701793,,2015-07-16 11:09:00,Adoption,Foster,Cat,Spayed Female,90,Siamese Mix,Lynx Point/White,Female,0,0,1,0
A682824,,2014-07-08 14:48:00,Transfer,Partner,Cat,Intact Male,60,Domestic Shorthair Mix,Black/White,Male,1,0,1,0
A711494,Celeste,2015-12-24 10:12:00,Adoption,Foster,Cat,Spayed Female,120,Domestic Shorthair Mix,Orange Tabby/White,Female,0,1,1,0
A686319,Jack,2015-06-14 12:01:00,Adoption,,Dog,Neutered Male,1825,Plott Hound/Rhod Ridgeback,Brown Brindle,Male,0,1,0,1
A671251,Buffy,2014-01-23 14:06:00,Return_to_owner,,Dog,Spayed Female,730,Pit Bull Mix,Fawn/White,Female,0,1,1,0
A684978,,2014-07-31 13:22:00,Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair Mix,Brown Tabby,Female,1,0,1,1
A689449,Bizzy,2014-11-18 11:32:00,Adoption,,Cat,Spayed Female,60,Domestic Shorthair Mix,Black,Female,0,1,1,1
A715812,,2015-11-15 18:01:00,Adoption,,Dog,Spayed Female,300,Chihuahua Shorthair Mix,Tan/White,Female,0,0,1,0
A681003,,2014-06-17 13:27:00,Transfer,Partner,Dog,Neutered Male,730,Pointer/Labrador Retriever,Black/White,Male,0,0,0,0
A715346,Molina,2015-11-09 17:02:00,Adoption,,Dog,Spayed Female,300,Anatol Shepherd/Great Pyrenees,White,Female,0,1,0,1
A683732,,2014-07-25 16:48:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair Mix,Blue,Male,1,0,1,1
A679956,Simon,2014-06-08 16:49:00,Return_to_owner,,Dog,Neutered Male,365,Anatol Shepherd,Fawn/Black,Male,0,1,1,0
A695297,Sparkles,2015-01-19 17:53:00,Adoption,,Cat,Spayed Female,210,Domestic Shorthair Mix,Brown Tabby/White,Female,0,1,1,0
A695950,Laurel,2015-02-13 14:49:00,Adoption,Foster,Dog,Spayed Female,730,Pit Bull Mix,Brown/White,Female,0,1,1,0
A694278,Mya,2015-01-02 16:50:00,Transfer,Partner,Dog,Spayed Female,2555,Great Dane,Black/White,Female,0,1,1,0
A707887,Firefly,2015-07-22 18:37:00,Adoption,,Cat,Neutered Male,60,Domestic Shorthair Mix,Brown Tabby,Male,0,1,1,1
A710227,Sebastian,2015-08-24 18:23:00,Euthanasia,Suffering,Cat,Neutered Male,4380,Domestic Shorthair Mix,Black/White,Male,0,1,1,0
A686918,Aimee,2014-09-02 14:51:00,Transfer,Partner,Dog,Intact Female,1095,Australian Cattle Dog Mix,Tricolor,Female,1,1,1,1
A693739,Lily,2014-12-19 11:23:00,Transfer,Partner,Cat,Spayed Female,90,Domestic Shorthair Mix,Black/White,Female,0,1,1,0
A711807,Lola,2015-10-23 18:07:00,Adoption,,Dog,Spayed Female,730,Chinese Sharpei/Australian Cattle Dog,Red Tick/White,Female,0,1,0,0
A677157,Sadie,2014-04-22 16:02:00,Return_to_owner,,Dog,Intact Female,4380,Labrador Retriever Mix,Yellow,Female,1,1,1,1
A697921,Pi,2015-03-16 12:10:00,Adoption,,Dog,Spayed Female,365,Flat Coat Retriever Mix,Black,Female,0,1,1,1
A686691,,2014-08-29 16:56:00,Transfer,Partner,Dog,Neutered Male,1095,Labrador Retriever Mix,Yellow,Male,0,0,1,1
A678627,Qwayzar,2014-05-25 17:32:00,Adoption,,Cat,Spayed Female,30,Domestic Shorthair Mix,Calico,Female,0,1,1,1
A698117,,2015-03-06 09:54:00,Transfer,Partner,Dog,Unknown,6,Labrador Retriever Mix,White,NaN,NaN,0,1,1
A656110,Clover,2013-11-22 17:54:00,Return_to_owner,,Dog,Spayed Female,270,Rat Terrier Mix,Tricolor,Female,0,1,1,1
A690723,Friskie,2014-11-23 18:23:00,Adoption,,Cat,Spayed Female,60,Domestic Longhair Mix,Black/White,Female,0,1,1,0
A678099,Spartacus,2015-06-10 17:23:00,Euthanasia,Aggressive,Dog,Neutered Male,730,Akita/Pit Bull,Tan/White,Male,0,1,0,0
A717989,Leroy,2015-12-28 17:33:00,Return_to_owner,,Dog,Neutered Male,2555,American Bulldog Mix,White,Male,0,1,1,1
A673784,Severus,2014-03-10 16:24:00,Transfer,Partner,Dog,Neutered Male,120,Labrador Retriever Mix,Blue,Male,0,1,1,1
A699927,Lennon,2015-05-26 15:52:00,Adoption,,Cat,Neutered Male,3650,Domestic Shorthair Mix,Orange Tabby,Male,0,1,1,1
A671889,Jezebel,2014-02-27 16:04:00,Return_to_owner,,Dog,Spayed Female,1825,Chihuahua Shorthair Mix,Tan,Female,0,1,1,1
A697627,Lucy,2015-03-01 16:13:00,Adoption,,Dog,Spayed Female,730,Pointer/Labrador Retriever,Chocolate/White,Female,0,1,0,0
A685945,Cody,2014-09-20 15:37:00,Adoption,,Dog,Neutered Male,1825,Chihuahua Shorthair Mix,Tan/White,Male,0,1,1,0
A689951,Nelson,2014-10-15 17:21:00,Adoption,,Cat,Neutered Male,150,Siamese Mix,Flame Point,Male,0,1,1,1
A699499,,2015-04-01 18:44:00,Adoption,,Cat,Neutered Male,365,Domestic Shorthair Mix,Black/White,Male,0,0,1,0
A715735,Nico,2015-11-13 12:59:00,Transfer,Partner,Dog,Intact Male,365,Labrador Retriever,Buff/Tan,Male,1,1,1,0
A688501,Watson,2014-12-18 13:35:00,Transfer,Partner,Cat,Neutered Male,120,Domestic Medium Hair Mix,Black,Male,0,1,1,1
A672263,Daisy,2014-02-13 17:05:00,Transfer,Partner,Dog,Spayed Female,730,Chihuahua Shorthair/Rat Terrier,White/Tan,Female,0,1,0,0
A672744,Oso,2014-04-17 17:09:00,Euthanasia,Aggressive,Dog,Intact Male,1095,Rottweiler Mix,Black/Tan,Male,1,1,1,0
A701165,,2015-04-24 17:47:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair,Blue,Male,1,0,1,1
